ccode,year,age,gender,education,status,population
CIV,2021,39,female,upper secondary,unemployed,247.0
CIV,2021,39,female,lower secondary,unemployed,337.0
CIV,2021,39,female,tertiary,unemployed,670.0
CIV,2021,39,male,tertiary,employed,12255.0
CIV,2021,39,male,upper secondary,employed,9315.0
CIV,2021,39,male,lower secondary,employed,13067.0
CIV,2021,39,male,less than primary,employed,76125.0
CIV,2021,39,male,primary,employed,23934.0
CIV,2021,39,male,less than primary,inactive,4658.0
CIV,2021,39,male,primary,inactive,1464.0
CIV,2021,39,male,upper secondary,inactive,1261.0
CIV,2021,39,male,tertiary,inactive,1923.0
CIV,2021,39,male,lower secondary,inactive,1559.0
CIV,2021,39,male,upper secondary,student,0.0
CIV,2021,39,male,less than primary,student,0.0
CIV,2021,39,male,lower secondary,student,0.0
CIV,2021,39,male,primary,student,0.0
CIV,2021,39,male,tertiary,student,0.0
CIV,2021,39,male,tertiary,unemployed,866.0
CIV,2021,39,male,upper secondary,unemployed,416.0
CIV,2021,39,male,less than primary,unemployed,744.0
CIV,2021,39,male,lower secondary,unemployed,357.0
CIV,2021,39,male,primary,unemployed,289.0
CIV,2021,40,female,upper secondary,employed,3383.0
CIV,2021,40,female,lower secondary,employed,5725.0
CIV,2021,40,female,primary,employed,14022.0
CIV,2021,40,female,tertiary,employed,3075.0
CIV,2021,40,female,less than primary,employed,75628.0
CIV,2021,40,female,upper secondary,inactive,1508.0
CIV,2021,40,female,tertiary,inactive,1560.0
CIV,2021,40,female,less than primary,inactive,28280.0
CIV,2021,40,female,primary,inactive,5642.0
CIV,2021,40,female,lower secondary,inactive,2647.0
CIV,2021,40,female,upper secondary,student,0.0
CIV,2021,40,female,less than primary,student,0.0
CIV,2021,40,female,lower secondary,student,0.0
CIV,2021,40,female,primary,student,0.0
CIV,2021,40,female,tertiary,student,0.0
CIV,2021,40,female,upper secondary,unemployed,243.0
CIV,2021,40,female,less than primary,unemployed,750.0
CIV,2021,40,female,lower secondary,unemployed,332.0
CIV,2021,40,female,tertiary,unemployed,660.0
CIV,2021,40,female,primary,unemployed,506.0
CIV,2021,40,male,upper secondary,employed,9149.0
CIV,2021,40,male,primary,employed,23507.0
CIV,2021,40,male,lower secondary,employed,12833.0
CIV,2021,40,male,tertiary,employed,12037.0
CIV,2021,40,male,less than primary,employed,74767.0
CIV,2021,40,male,lower secondary,inactive,1531.0
CIV,2021,40,male,upper secondary,inactive,1239.0
CIV,2021,40,male,less than primary,inactive,4574.0
CIV,2021,40,male,primary,inactive,1437.0
CIV,2021,40,male,tertiary,inactive,1889.0
CIV,2021,40,male,upper secondary,student,0.0
CIV,2021,40,male,lower secondary,student,0.0
CIV,2021,40,male,tertiary,student,0.0
CIV,2021,40,male,primary,student,0.0
CIV,2021,40,male,less than primary,student,0.0
CIV,2021,40,male,lower secondary,unemployed,351.0
CIV,2021,40,male,less than primary,unemployed,731.0
CIV,2021,40,male,upper secondary,unemployed,408.0
CIV,2021,40,male,primary,unemployed,284.0
CIV,2021,40,male,tertiary,unemployed,850.0
CIV,2021,41,female,upper secondary,employed,3338.0
CIV,2021,41,female,tertiary,employed,3034.0
CIV,2021,41,female,less than primary,employed,74629.0
CIV,2021,41,female,lower secondary,employed,5649.0
CIV,2021,41,female,primary,employed,13836.0
CIV,2021,41,female,primary,inactive,5567.0
CIV,2021,41,female,upper secondary,inactive,1488.0
CIV,2021,41,female,lower secondary,inactive,2613.0
CIV,2021,41,female,less than primary,inactive,27905.0
CIV,2021,41,female,tertiary,inactive,1540.0
CIV,2021,41,female,lower secondary,student,0.0
CIV,2021,41,female,primary,student,0.0
CIV,2021,41,female,less than primary,student,0.0
CIV,2021,41,female,upper secondary,student,0.0
CIV,2021,41,female,tertiary,student,0.0
CIV,2021,41,female,primary,unemployed,500.0
CIV,2021,41,female,less than primary,unemployed,740.0
CIV,2021,41,female,lower secondary,unemployed,328.0
CIV,2021,41,female,tertiary,unemployed,652.0
CIV,2021,41,female,upper secondary,unemployed,239.0
CIV,2021,41,male,lower secondary,employed,12617.0
CIV,2021,41,male,upper secondary,employed,8995.0
CIV,2021,41,male,less than primary,employed,73509.0
CIV,2021,41,male,tertiary,employed,11835.0
CIV,2021,41,male,primary,employed,23112.0
CIV,2021,41,male,less than primary,inactive,4498.0
CIV,2021,41,male,primary,inactive,1413.0
CIV,2021,41,male,lower secondary,inactive,1505.0
CIV,2021,41,male,tertiary,inactive,1857.0
CIV,2021,41,male,upper secondary,inactive,1218.0
CIV,2021,41,male,lower secondary,student,0.0
CIV,2021,41,male,primary,student,0.0
CIV,2021,41,male,tertiary,student,0.0
CIV,2021,41,male,less than primary,student,0.0
CIV,2021,41,male,upper secondary,student,0.0
CIV,2021,41,male,upper secondary,unemployed,402.0
CIV,2021,41,male,lower secondary,unemployed,345.0
CIV,2021,41,male,tertiary,unemployed,836.0
CIV,2021,41,male,less than primary,unemployed,719.0
CIV,2021,41,male,primary,unemployed,279.0
CIV,2021,42,female,primary,employed,13491.0
CIV,2021,42,female,lower secondary,employed,5509.0
CIV,2021,42,female,upper secondary,employed,3255.0
CIV,2021,42,female,less than primary,employed,72770.0
CIV,2021,42,female,tertiary,employed,2959.0
CIV,2021,42,female,primary,inactive,5428.0
CIV,2021,42,female,tertiary,inactive,1502.0
CIV,2021,42,female,less than primary,inactive,27210.0
CIV,2021,42,female,lower secondary,inactive,2547.0
CIV,2021,42,female,upper secondary,inactive,1451.0
CIV,2021,42,female,primary,student,0.0
CIV,2021,42,female,upper secondary,student,0.0
CIV,2021,42,female,tertiary,student,0.0
CIV,2021,42,female,lower secondary,student,0.0
CIV,2021,42,female,less than primary,student,0.0
CIV,2021,42,female,upper secondary,unemployed,234.0
CIV,2021,42,female,tertiary,unemployed,635.0
CIV,2021,42,female,primary,unemployed,488.0
CIV,2021,42,female,lower secondary,unemployed,319.0
CIV,2021,42,female,less than primary,unemployed,722.0
CIV,2021,42,male,less than primary,employed,71702.0
CIV,2021,42,male,lower secondary,employed,12307.0
CIV,2021,42,male,tertiary,employed,11543.0
CIV,2021,42,male,primary,employed,22543.0
CIV,2021,42,male,upper secondary,employed,8774.0
CIV,2021,42,male,less than primary,inactive,4387.0
CIV,2021,42,male,tertiary,inactive,1811.0
CIV,2021,42,male,upper secondary,inactive,1188.0
CIV,2021,42,male,lower secondary,inactive,1468.0
CIV,2021,42,male,primary,inactive,1379.0
CIV,2021,42,male,upper secondary,student,0.0
CIV,2021,42,male,less than primary,student,0.0
CIV,2021,42,male,lower secondary,student,0.0
CIV,2021,42,male,primary,student,0.0
CIV,2021,42,male,tertiary,student,0.0
CIV,2021,42,male,tertiary,unemployed,816.0
CIV,2021,42,male,less than primary,unemployed,701.0
CIV,2021,42,male,lower secondary,unemployed,336.0
CIV,2021,42,male,primary,unemployed,272.0
CIV,2021,42,male,upper secondary,unemployed,392.0
CIV,2021,43,female,tertiary,employed,2828.0
CIV,2021,43,female,upper secondary,employed,3112.0
CIV,2021,43,female,lower secondary,employed,5267.0
CIV,2021,43,female,less than primary,employed,69568.0
CIV,2021,43,female,primary,employed,12898.0
CIV,2021,43,female,tertiary,inactive,1436.0
CIV,2021,43,female,upper secondary,inactive,1387.0
CIV,2021,43,female,primary,inactive,5189.0
CIV,2021,43,female,lower secondary,inactive,2435.0
CIV,2021,43,female,less than primary,inactive,26014.0
CIV,2021,43,female,upper secondary,student,0.0
CIV,2021,43,female,lower secondary,student,0.0
CIV,2021,43,female,less than primary,student,0.0
CIV,2021,43,female,primary,student,0.0
CIV,2021,43,female,tertiary,student,0.0
CIV,2021,43,female,tertiary,unemployed,608.0
CIV,2021,43,female,upper secondary,unemployed,223.0
CIV,2021,43,female,primary,unemployed,466.0
CIV,2021,43,female,lower secondary,unemployed,305.0
CIV,2021,43,female,less than primary,unemployed,690.0
CIV,2021,43,male,less than primary,employed,69033.0
CIV,2021,43,male,primary,employed,21704.0
CIV,2021,43,male,lower secondary,employed,11849.0
CIV,2021,43,male,upper secondary,employed,8447.0
CIV,2021,43,male,tertiary,employed,11114.0
CIV,2021,43,male,primary,inactive,1327.0
CIV,2021,43,male,less than primary,inactive,4224.0
CIV,2021,43,male,tertiary,inactive,1744.0
CIV,2021,43,male,lower secondary,inactive,1413.0
CIV,2021,43,male,upper secondary,inactive,1144.0
CIV,2021,43,male,upper secondary,student,0.0
CIV,2021,43,male,primary,student,0.0
CIV,2021,43,male,lower secondary,student,0.0
CIV,2021,43,male,tertiary,student,0.0
CIV,2021,43,male,less than primary,student,0.0
CIV,2021,43,male,tertiary,unemployed,785.0
CIV,2021,43,male,lower secondary,unemployed,324.0
CIV,2021,43,male,upper secondary,unemployed,378.0
CIV,2021,43,male,primary,unemployed,262.0
CIV,2021,43,male,less than primary,unemployed,675.0
CIV,2021,44,female,less than primary,employed,65497.0
CIV,2021,44,female,upper secondary,employed,2929.0
CIV,2021,44,female,tertiary,employed,2663.0
CIV,2021,44,female,lower secondary,employed,4959.0
CIV,2021,44,female,primary,employed,12143.0
CIV,2021,44,female,primary,inactive,4886.0
CIV,2021,44,female,upper secondary,inactive,1306.0
CIV,2021,44,female,tertiary,inactive,1352.0
CIV,2021,44,female,lower secondary,inactive,2293.0
CIV,2021,44,female,less than primary,inactive,24490.0
CIV,2021,44,female,tertiary,student,0.0
CIV,2021,44,female,lower secondary,student,0.0
CIV,2021,44,female,primary,student,0.0
CIV,2021,44,female,upper secondary,student,0.0
CIV,2021,44,female,less than primary,student,0.0
CIV,2021,44,female,tertiary,unemployed,572.0
CIV,2021,44,female,less than primary,unemployed,650.0
CIV,2021,44,female,upper secondary,unemployed,210.0
CIV,2021,44,female,lower secondary,unemployed,287.0
CIV,2021,44,female,primary,unemployed,439.0
CIV,2021,44,male,tertiary,employed,10593.0
CIV,2021,44,male,less than primary,employed,65797.0
CIV,2021,44,male,upper secondary,employed,8052.0
CIV,2021,44,male,lower secondary,employed,11294.0
CIV,2021,44,male,primary,employed,20686.0
CIV,2021,44,male,primary,inactive,1265.0
CIV,2021,44,male,lower secondary,inactive,1347.0
CIV,2021,44,male,tertiary,inactive,1662.0
CIV,2021,44,male,less than primary,inactive,4026.0
CIV,2021,44,male,upper secondary,inactive,1090.0
CIV,2021,44,male,less than primary,student,0.0
CIV,2021,44,male,tertiary,student,0.0
CIV,2021,44,male,lower secondary,student,0.0
CIV,2021,44,male,primary,student,0.0
CIV,2021,44,male,upper secondary,student,0.0
CIV,2021,44,male,upper secondary,unemployed,359.0
CIV,2021,44,male,less than primary,unemployed,643.0
CIV,2021,44,male,primary,unemployed,250.0
CIV,2021,44,male,lower secondary,unemployed,309.0
CIV,2021,44,male,tertiary,unemployed,748.0
CIV,2021,45,female,primary,employed,12822.0
CIV,2021,45,female,less than primary,employed,63799.0
CIV,2021,45,female,tertiary,employed,1048.0
CIV,2021,45,female,lower secondary,employed,3565.0
CIV,2021,45,female,upper secondary,employed,1637.0
CIV,2021,45,female,tertiary,inactive,538.0
CIV,2021,45,female,upper secondary,inactive,737.0
CIV,2021,45,female,lower secondary,inactive,1665.0
CIV,2021,45,female,less than primary,inactive,24104.0
CIV,2021,45,female,primary,inactive,5213.0
CIV,2021,45,female,upper secondary,student,0.0
CIV,2021,45,female,less than primary,student,0.0
CIV,2021,45,female,lower secondary,student,0.0
CIV,2021,45,female,primary,student,0.0
CIV,2021,45,female,tertiary,student,0.0
CIV,2021,45,female,less than primary,unemployed,779.0
CIV,2021,45,female,lower secondary,unemployed,254.0
CIV,2021,45,female,primary,unemployed,571.0
CIV,2021,45,female,tertiary,unemployed,278.0
CIV,2021,45,female,upper secondary,unemployed,145.0
CIV,2021,45,male,tertiary,employed,6472.0
CIV,2021,45,male,upper secondary,employed,6067.0
CIV,2021,45,male,primary,employed,22721.0
CIV,2021,45,male,less than primary,employed,63488.0
CIV,2021,45,male,lower secondary,employed,12028.0
CIV,2021,45,male,less than primary,inactive,4061.0
CIV,2021,45,male,upper secondary,inactive,859.0
CIV,2021,45,male,primary,inactive,1453.0
CIV,2021,45,male,tertiary,inactive,1062.0
CIV,2021,45,male,lower secondary,inactive,1500.0
CIV,2021,45,male,upper secondary,student,0.0
CIV,2021,45,male,less than primary,student,0.0
CIV,2021,45,male,lower secondary,student,0.0
CIV,2021,45,male,tertiary,student,0.0
CIV,2021,45,male,primary,student,0.0
CIV,2021,45,male,less than primary,unemployed,699.0
CIV,2021,45,male,primary,unemployed,308.0
CIV,2021,45,male,lower secondary,unemployed,370.0
CIV,2021,45,male,tertiary,unemployed,515.0
CIV,2021,45,male,upper secondary,unemployed,305.0
CIV,2021,46,female,lower secondary,employed,3334.0
CIV,2021,46,female,upper secondary,employed,1532.0
CIV,2021,46,female,less than primary,employed,59663.0
CIV,2021,46,female,primary,employed,11992.0
CIV,2021,46,female,tertiary,employed,981.0
CIV,2021,46,female,tertiary,inactive,502.0
CIV,2021,46,female,lower secondary,inactive,1558.0
CIV,2021,46,female,upper secondary,inactive,690.0
CIV,2021,46,female,less than primary,inactive,22541.0
CIV,2021,46,female,primary,inactive,4875.0
CIV,2021,46,female,primary,student,0.0
CIV,2021,46,female,lower secondary,student,0.0
CIV,2021,46,female,less than primary,student,0.0
CIV,2021,46,female,tertiary,student,0.0
CIV,2021,46,female,upper secondary,student,0.0
CIV,2021,46,female,primary,unemployed,534.0
CIV,2021,46,female,lower secondary,unemployed,238.0
CIV,2021,46,female,less than primary,unemployed,730.0
CIV,2021,46,female,upper secondary,unemployed,135.0
CIV,2021,46,female,tertiary,unemployed,260.0
CIV,2021,46,male,lower secondary,employed,11404.0
CIV,2021,46,male,primary,employed,21543.0
CIV,2021,46,male,upper secondary,employed,5753.0
CIV,2021,46,male,less than primary,employed,60194.0
CIV,2021,46,male,tertiary,employed,6137.0
CIV,2021,46,male,upper secondary,inactive,814.0
CIV,2021,46,male,tertiary,inactive,1007.0
CIV,2021,46,male,lower secondary,inactive,1423.0
CIV,2021,46,male,primary,inactive,1377.0
CIV,2021,46,male,less than primary,inactive,3851.0
CIV,2021,46,male,upper secondary,student,0.0
CIV,2021,46,male,tertiary,student,0.0
CIV,2021,46,male,primary,student,0.0
CIV,2021,46,male,lower secondary,student,0.0
CIV,2021,46,male,less than primary,student,0.0
CIV,2021,46,male,upper secondary,unemployed,289.0
CIV,2021,46,male,less than primary,unemployed,663.0
CIV,2021,46,male,lower secondary,unemployed,350.0
CIV,2021,46,male,tertiary,unemployed,488.0
CIV,2021,46,male,primary,unemployed,292.0
CIV,2021,47,female,lower secondary,employed,3111.0
CIV,2021,47,female,primary,employed,11193.0
CIV,2021,47,female,less than primary,employed,55694.0
CIV,2021,47,female,tertiary,employed,916.0
CIV,2021,47,female,upper secondary,employed,1430.0
CIV,2021,47,female,less than primary,inactive,21041.0
CIV,2021,47,female,tertiary,inactive,469.0
CIV,2021,47,female,upper secondary,inactive,644.0
CIV,2021,47,female,lower secondary,inactive,1454.0
CIV,2021,47,female,primary,inactive,4550.0
CIV,2021,47,female,tertiary,student,0.0
CIV,2021,47,female,primary,student,0.0
CIV,2021,47,female,upper secondary,student,0.0
CIV,2021,47,female,lower secondary,student,0.0
CIV,2021,47,female,less than primary,student,0.0
CIV,2021,47,female,less than primary,unemployed,681.0
CIV,2021,47,female,upper secondary,unemployed,126.0
CIV,2021,47,female,lower secondary,unemployed,223.0
CIV,2021,47,female,primary,unemployed,499.0
CIV,2021,47,female,tertiary,unemployed,242.0
CIV,2021,47,male,tertiary,employed,5807.0
CIV,2021,47,male,upper secondary,employed,5442.0
CIV,2021,47,male,less than primary,employed,56957.0
CIV,2021,47,male,primary,employed,20384.0
CIV,2021,47,male,lower secondary,employed,10790.0
CIV,2021,47,male,less than primary,inactive,3643.0
CIV,2021,47,male,primary,inactive,1303.0
CIV,2021,47,male,tertiary,inactive,953.0
CIV,2021,47,male,lower secondary,inactive,1346.0
CIV,2021,47,male,upper secondary,inactive,771.0
CIV,2021,47,male,tertiary,student,0.0
CIV,2021,47,male,less than primary,student,0.0
CIV,2021,47,male,upper secondary,student,0.0
CIV,2021,47,male,lower secondary,student,0.0
CIV,2021,47,male,primary,student,0.0
CIV,2021,47,male,upper secondary,unemployed,274.0
CIV,2021,47,male,less than primary,unemployed,627.0
CIV,2021,47,male,primary,unemployed,277.0
CIV,2021,47,male,tertiary,unemployed,462.0
CIV,2021,47,male,lower secondary,unemployed,331.0
CIV,2021,48,female,less than primary,employed,52104.0
CIV,2021,48,female,primary,employed,10471.0
CIV,2021,48,female,upper secondary,employed,1338.0
CIV,2021,48,female,lower secondary,employed,2912.0
CIV,2021,48,female,tertiary,employed,857.0
CIV,2021,48,female,lower secondary,inactive,1360.0
CIV,2021,48,female,upper secondary,inactive,602.0
CIV,2021,48,female,tertiary,inactive,439.0
CIV,2021,48,female,primary,inactive,4257.0
CIV,2021,48,female,less than primary,inactive,19685.0
CIV,2021,48,female,primary,student,0.0
CIV,2021,48,female,lower secondary,student,0.0
CIV,2021,48,female,tertiary,student,0.0
CIV,2021,48,female,less than primary,student,0.0
CIV,2021,48,female,upper secondary,student,0.0
CIV,2021,48,female,lower secondary,unemployed,208.0
CIV,2021,48,female,primary,unemployed,467.0
CIV,2021,48,female,upper secondary,unemployed,118.0
CIV,2021,48,female,less than primary,unemployed,637.0
CIV,2021,48,female,tertiary,unemployed,226.0
CIV,2021,48,male,upper secondary,employed,5151.0
CIV,2021,48,male,tertiary,employed,5495.0
CIV,2021,48,male,primary,employed,19290.0
CIV,2021,48,male,lower secondary,employed,10212.0
CIV,2021,48,male,less than primary,employed,53899.0
CIV,2021,48,male,less than primary,inactive,3448.0
CIV,2021,48,male,upper secondary,inactive,729.0
CIV,2021,48,male,lower secondary,inactive,1273.0
CIV,2021,48,male,tertiary,inactive,901.0
CIV,2021,48,male,primary,inactive,1233.0
CIV,2021,48,male,primary,student,0.0
CIV,2021,48,male,less than primary,student,0.0
CIV,2021,48,male,tertiary,student,0.0
CIV,2021,48,male,upper secondary,student,0.0
CIV,2021,48,male,lower secondary,student,0.0
CIV,2021,48,male,upper secondary,unemployed,259.0
CIV,2021,48,male,less than primary,unemployed,594.0
CIV,2021,48,male,tertiary,unemployed,437.0
CIV,2021,48,male,lower secondary,unemployed,314.0
CIV,2021,48,male,primary,unemployed,262.0
CIV,2021,49,female,lower secondary,employed,2727.0
CIV,2021,49,female,primary,employed,9809.0
CIV,2021,49,female,tertiary,employed,802.0
CIV,2021,49,female,less than primary,employed,48807.0
CIV,2021,49,female,upper secondary,employed,1253.0
CIV,2021,49,female,tertiary,inactive,411.0
CIV,2021,49,female,lower secondary,inactive,1274.0
CIV,2021,49,female,less than primary,inactive,18440.0
CIV,2021,49,female,upper secondary,inactive,564.0
CIV,2021,49,female,primary,inactive,3988.0
CIV,2021,49,female,primary,student,0.0
CIV,2021,49,female,lower secondary,student,0.0
CIV,2021,49,female,upper secondary,student,0.0
CIV,2021,49,female,tertiary,student,0.0
CIV,2021,49,female,less than primary,student,0.0
CIV,2021,49,female,less than primary,unemployed,597.0
CIV,2021,49,female,upper secondary,unemployed,111.0
CIV,2021,49,female,primary,unemployed,437.0
CIV,2021,49,female,lower secondary,unemployed,195.0
CIV,2021,49,female,tertiary,unemployed,212.0
CIV,2021,49,male,primary,employed,18240.0
CIV,2021,49,male,upper secondary,employed,4871.0
CIV,2021,49,male,less than primary,employed,50968.0
CIV,2021,49,male,tertiary,employed,5196.0
CIV,2021,49,male,lower secondary,employed,9656.0
CIV,2021,49,male,primary,inactive,1166.0
CIV,2021,49,male,upper secondary,inactive,689.0
CIV,2021,49,male,lower secondary,inactive,1204.0
CIV,2021,49,male,less than primary,inactive,3260.0
CIV,2021,49,male,tertiary,inactive,853.0
CIV,2021,49,male,upper secondary,student,0.0
CIV,2021,49,male,lower secondary,student,0.0
CIV,2021,49,male,primary,student,0.0
CIV,2021,49,male,less than primary,student,0.0
CIV,2021,49,male,tertiary,student,0.0
CIV,2021,49,male,lower secondary,unemployed,297.0
CIV,2021,49,male,less than primary,unemployed,562.0
CIV,2021,49,male,primary,unemployed,248.0
CIV,2021,49,male,upper secondary,unemployed,245.0
CIV,2021,49,male,tertiary,unemployed,413.0
CIV,2021,50,female,lower secondary,employed,2541.0
CIV,2021,50,female,primary,employed,9137.0
CIV,2021,50,female,tertiary,employed,747.0
CIV,2021,50,female,less than primary,employed,45465.0
CIV,2021,50,female,upper secondary,employed,1167.0
CIV,2021,50,female,lower secondary,inactive,1187.0
CIV,2021,50,female,primary,inactive,3715.0
CIV,2021,50,female,tertiary,inactive,383.0
CIV,2021,50,female,upper secondary,inactive,526.0
CIV,2021,50,female,less than primary,inactive,17177.0
CIV,2021,50,female,upper secondary,student,0.0
CIV,2021,50,female,less than primary,student,0.0
CIV,2021,50,female,lower secondary,student,0.0
CIV,2021,50,female,primary,student,0.0
CIV,2021,50,female,tertiary,student,0.0
CIV,2021,50,female,upper secondary,unemployed,103.0
CIV,2021,50,female,lower secondary,unemployed,181.0
CIV,2021,50,female,primary,unemployed,407.0
CIV,2021,50,female,less than primary,unemployed,555.0
CIV,2021,50,female,tertiary,unemployed,198.0
CIV,2021,50,male,less than primary,employed,47991.0
CIV,2021,50,male,primary,employed,17176.0
CIV,2021,50,male,upper secondary,employed,4586.0
CIV,2021,50,male,tertiary,employed,4892.0
CIV,2021,50,male,lower secondary,employed,9092.0
CIV,2021,50,male,less than primary,inactive,3070.0
CIV,2021,50,male,upper secondary,inactive,649.0
CIV,2021,50,male,tertiary,inactive,803.0
CIV,2021,50,male,lower secondary,inactive,1134.0
CIV,2021,50,male,primary,inactive,1098.0
CIV,2021,50,male,less than primary,student,0.0
CIV,2021,50,male,upper secondary,student,0.0
CIV,2021,50,male,lower secondary,student,0.0
CIV,2021,50,male,tertiary,student,0.0
CIV,2021,50,male,primary,student,0.0
CIV,2021,50,male,upper secondary,unemployed,231.0
CIV,2021,50,male,primary,unemployed,233.0
CIV,2021,50,male,lower secondary,unemployed,279.0
CIV,2021,50,male,tertiary,unemployed,390.0
CIV,2021,50,male,less than primary,unemployed,528.0
CIV,2021,51,female,primary,employed,8464.0
CIV,2021,51,female,less than primary,employed,42110.0
CIV,2021,51,female,lower secondary,employed,2352.0
CIV,2021,51,female,tertiary,employed,692.0
CIV,2021,51,female,upper secondary,employed,1081.0
CIV,2021,51,female,less than primary,inactive,15910.0
CIV,2021,51,female,tertiary,inactive,355.0
CIV,2021,51,female,upper secondary,inactive,487.0
CIV,2021,51,female,primary,inactive,3440.0
CIV,2021,51,female,lower secondary,inactive,1099.0
CIV,2021,51,female,upper secondary,student,0.0
CIV,2021,51,female,lower secondary,student,0.0
CIV,2021,51,female,tertiary,student,0.0
CIV,2021,51,female,less than primary,student,0.0
CIV,2021,51,female,primary,student,0.0
CIV,2021,51,female,tertiary,unemployed,183.0
CIV,2021,51,female,upper secondary,unemployed,96.0
CIV,2021,51,female,lower secondary,unemployed,168.0
CIV,2021,51,female,less than primary,unemployed,514.0
CIV,2021,51,female,primary,unemployed,377.0
CIV,2021,51,male,upper secondary,employed,4302.0
CIV,2021,51,male,lower secondary,employed,8529.0
CIV,2021,51,male,tertiary,employed,4589.0
CIV,2021,51,male,less than primary,employed,45018.0
CIV,2021,51,male,primary,employed,16111.0
CIV,2021,51,male,less than primary,inactive,2879.0
CIV,2021,51,male,lower secondary,inactive,1064.0
CIV,2021,51,male,primary,inactive,1030.0
CIV,2021,51,male,upper secondary,inactive,609.0
CIV,2021,51,male,tertiary,inactive,753.0
CIV,2021,51,male,primary,student,0.0
CIV,2021,51,male,upper secondary,student,0.0
CIV,2021,51,male,tertiary,student,0.0
CIV,2021,51,male,lower secondary,student,0.0
CIV,2021,51,male,less than primary,student,0.0
CIV,2021,51,male,upper secondary,unemployed,216.0
CIV,2021,51,male,lower secondary,unemployed,262.0
CIV,2021,51,male,less than primary,unemployed,496.0
CIV,2021,51,male,tertiary,unemployed,365.0
CIV,2021,51,male,primary,unemployed,219.0
CIV,2021,52,female,upper secondary,employed,1005.0
CIV,2021,52,female,lower secondary,employed,2188.0
CIV,2021,52,female,primary,employed,7867.0
CIV,2021,52,female,less than primary,employed,39144.0
CIV,2021,52,female,tertiary,employed,644.0
CIV,2021,52,female,lower secondary,inactive,1022.0
CIV,2021,52,female,upper secondary,inactive,453.0
CIV,2021,52,female,less than primary,inactive,14789.0
CIV,2021,52,female,primary,inactive,3199.0
CIV,2021,52,female,tertiary,inactive,330.0
CIV,2021,52,female,lower secondary,student,0.0
CIV,2021,52,female,less than primary,student,0.0
CIV,2021,52,female,primary,student,0.0
CIV,2021,52,female,upper secondary,student,0.0
CIV,2021,52,female,tertiary,student,0.0
CIV,2021,52,female,tertiary,unemployed,171.0
CIV,2021,52,female,less than primary,unemployed,478.0
CIV,2021,52,female,primary,unemployed,351.0
CIV,2021,52,female,lower secondary,unemployed,156.0
CIV,2021,52,female,upper secondary,unemployed,89.0
CIV,2021,52,male,lower secondary,employed,7980.0
CIV,2021,52,male,tertiary,employed,4295.0
CIV,2021,52,male,primary,employed,15075.0
CIV,2021,52,male,upper secondary,employed,4025.0
CIV,2021,52,male,less than primary,employed,42123.0
CIV,2021,52,male,less than primary,inactive,2694.0
CIV,2021,52,male,tertiary,inactive,704.0
CIV,2021,52,male,lower secondary,inactive,995.0
CIV,2021,52,male,primary,inactive,964.0
CIV,2021,52,male,upper secondary,inactive,570.0
CIV,2021,52,male,less than primary,student,0.0
CIV,2021,52,male,primary,student,0.0
CIV,2021,52,male,lower secondary,student,0.0
CIV,2021,52,male,upper secondary,student,0.0
CIV,2021,52,male,tertiary,student,0.0
CIV,2021,52,male,less than primary,unemployed,464.0
CIV,2021,52,male,lower secondary,unemployed,246.0
CIV,2021,52,male,tertiary,unemployed,342.0
CIV,2021,52,male,primary,unemployed,204.0
CIV,2021,52,male,upper secondary,unemployed,203.0
CIV,2021,53,female,lower secondary,employed,2053.0
CIV,2021,53,female,less than primary,employed,36726.0
CIV,2021,53,female,upper secondary,employed,943.0
CIV,2021,53,female,tertiary,employed,604.0
CIV,2021,53,female,primary,employed,7382.0
CIV,2021,53,female,less than primary,inactive,13876.0
CIV,2021,53,female,tertiary,inactive,310.0
CIV,2021,53,female,primary,inactive,3000.0
CIV,2021,53,female,lower secondary,inactive,959.0
CIV,2021,53,female,upper secondary,inactive,425.0
CIV,2021,53,female,lower secondary,student,0.0
CIV,2021,53,female,less than primary,student,0.0
CIV,2021,53,female,tertiary,student,0.0
CIV,2021,53,female,primary,student,0.0
CIV,2021,53,female,upper secondary,student,0.0
CIV,2021,53,female,primary,unemployed,329.0
CIV,2021,53,female,less than primary,unemployed,449.0
CIV,2021,53,female,lower secondary,unemployed,147.0
CIV,2021,53,female,tertiary,unemployed,159.0
CIV,2021,53,female,upper secondary,unemployed,84.0
CIV,2021,53,male,tertiary,employed,4009.0
CIV,2021,53,male,less than primary,employed,39330.0
CIV,2021,53,male,lower secondary,employed,7451.0
CIV,2021,53,male,primary,employed,14076.0
CIV,2021,53,male,upper secondary,employed,3759.0
CIV,2021,53,male,upper secondary,inactive,532.0
CIV,2021,53,male,less than primary,inactive,2516.0
CIV,2021,53,male,tertiary,inactive,658.0
CIV,2021,53,male,lower secondary,inactive,929.0
CIV,2021,53,male,primary,inactive,900.0
CIV,2021,53,male,tertiary,student,0.0
CIV,2021,53,male,less than primary,student,0.0
CIV,2021,53,male,lower secondary,student,0.0
CIV,2021,53,male,primary,student,0.0
CIV,2021,53,male,upper secondary,student,0.0
CIV,2021,53,male,upper secondary,unemployed,189.0
CIV,2021,53,male,tertiary,unemployed,319.0
CIV,2021,53,male,less than primary,unemployed,433.0
CIV,2021,53,male,primary,unemployed,191.0
CIV,2021,53,male,lower secondary,unemployed,229.0
CIV,2021,54,female,primary,employed,6975.0
